,Stanford_timestamp,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UnblindingStage,PipeSize_inch,MeterCode,PlumeEstablished,PlumeSteady,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,Operator_Timestamp,PlumeDevelopIndex,tc_Classification
0,2021-10-21 18:30:00+00:00,0.0,0.0,0.0,,,,1,8.0,218645.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,< 5,ER
1,2021-10-18 17:15:00+00:00,5.580151942306599,-4.0403932016585316,15.089584616176273,396.84,,,1,4.0,218645.0,False,False,16.626013006972215,6.794470406728854,26.305821407807127,8.371645231952776,-1.1153584325118964,18.053594024914865,2021-10-18 17:15:00+00:00,> 15,NE
2,2021-10-18 17:30:00+00:00,417.4068290341829,391.5498764937541,442.99388038062045,271.88,,,1,4.0,218645.0,True,True,418.57462146887286,392.79299521027696,444.43714887229714,422.13703911286035,396.60208947957307,447.74026113721135,2021-10-18 17:30:00+00:00,< 15,TP
3,2021-10-18 17:45:00+00:00,717.5998446154244,675.9082219143531,757.9744424729736,252.52,,,1,4.0,218645.0,True,True,1331.400110320992,1258.7701467673853,1406.246482318694,868.9066013078066,820.7060809787492,917.8767526821788,2021-10-18 17:45:00+00:00,< 5,TP
4,2021-10-18 18:00:00+00:00,1446.342550116904,1366.719444945324,1526.9812160635947,262.94,,,1,4.0,218645.0,True,True,1423.7527232432603,1347.2308010949318,1502.7914620528952,1433.9461441889189,1354.7544056207414,1516.3284920871527,2021-10-18 18:00:00+00:00,> 15,TP
5,2021-10-18 18:15:00+00:00,852.5911297834847,805.4218440431971,900.5390182966698,259.32,,,1,4.0,218645.0,True,True,561.0969077526439,527.9065862296891,594.1588205974692,576.9637752261685,543.5814640163737,610.546597411825,2021-10-18 18:15:00+00:00,< 10,TP
6,2021-10-18 18:30:00+00:00,578.9073644140451,545.2411819023681,612.3278884742325,164.82,,,1,4.0,218645.0,True,True,587.1945101698689,553.2312141754999,621.5260769000445,585.7908926780682,552.4556620450836,619.5508158887666,2021-10-18 18:30:00+00:00,> 15,TP
7,2021-10-18 18:45:00+00:00,0.0,0.0,0.0,0.66,,,1,4.0,218645.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-18 18:45:00+00:00,< 10,FP
8,2021-10-18 19:00:00+00:00,100.29146825826773,88.81065519675913,112.02414815911209,0.09,,,1,4.0,218645.0,True,True,300.85492240714296,280.86159950240926,320.8824494685937,150.43226063367015,137.5258224242618,163.58580530044347,2021-10-18 19:00:00+00:00,< 5,TP
9,2021-10-18 19:15:00+00:00,376.7096942840361,353.4428062963543,400.09516964352247,0,,,1,4.0,218645.0,True,True,371.6473287383211,348.5811232362646,394.5531015728442,375.3672584867346,351.8307998136569,398.5484025786915,2021-10-18 19:15:00+00:00,> 15,FN
10,2021-10-19 17:45:00+00:00,212.48376482944255,171.88324905322114,253.61365730919493,157.41,,,1,8.0,218645.0,True,False,0.0,0.0,0.0,134.32654691694788,95.10830360012184,172.99100295725344,2021-10-19 17:45:00+00:00,< 10,FP
