RH,Temperature,"_id","_index","_score","_type","all_emission",date,device,"device.keyword",emission,"emission_voc",id,"max_voc",methane,operator,region,"short_name","short_name.keyword",site,status,"status.keyword","wind_direction","wind_direction_std","wind_speed"
"32.9","16.5","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 03:00","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-22T09:00","0.452","3.04",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,114,"10.2","0.5"
"32.5","16.8","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 02:45","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-22T08:45","0.452","3.17",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,115,"10.9","0.6"
"32.2","17.1","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 02:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T08:30","0.451","3.54",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,131,"4.8","1.3"
"32.8","16.7","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 02:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-22T08:15","0.448","3.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,123,"7.4","0.9"
"31.1","17.7","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 01:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T07:45","0.461","3.63",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,88,"3.3","1.4"
"32.8","17.1","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 01:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T07:30","0.489","3.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,114,"8.2","0.7"
"32.2","17.9","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 01:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T07:15","0.486","3.49",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,10,12,"0.5"
"29.9","18.9","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 00:30","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-22T06:30","0.507","3.1",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,119,"15.8","1.2"
"29.8","19.1","Site Map",methanemizer,"-","_doc","-","Oct 22, 2021 @ 00:15","Stanford-4","Stanford-4",0,0,"Stanford:2021-10-22T06:15","0.503",3,Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,131,"8.4",1
"28.8","19.5","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 23:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T05:45","0.468","3.33",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,122,"15.5",1
"28.4","20.2","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 23:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-22T05:30","0.469","3.19",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,106,8,"0.9"
"28.7",20,"Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 23:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-22T05:15","0.471","3.22",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,132,"10.6","1.3"
"28.5","19.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 22:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-22T04:30","0.477","3.16",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,130,"15.5","0.9"
"28.5","20.2","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 22:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T04:15","0.495","3.47",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,121,"9.3",1
"32.9","20.6","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 21:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T03:45","0.547","3.69",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,174,"10.8","0.3"
"26.3","22.1","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 21:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-22T03:15","0.451","3.26",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,125,"15.5","0.6"
27,"22.1","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 21:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-22T03:00","0.484","3.24",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,128,"16.4","0.6"
"26.9","23.2","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 20:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-22T02:30","0.508","3.15",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,78,"1.6",1
"27.2","23.5","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 20:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-22T02:15","0.51","3.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,74,"1.2","1.7"
"27.2","24.6","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 19:45","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-22T01:45","0.514","3.07",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,122,"6.7","0.4"
"26.1","25.3","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 19:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-22T01:30","0.542","3.25",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,137,"27.9","0.2"
"25.7","26.3","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 19:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-22T01:15","0.54","3.15",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,6,"3.4","0.7"
"19.6","31.6","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 18:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-22T00:15","0.683","3.03",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,284,"6.5","1.2"
"17.2","33.4","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 18:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-22T00:00","0.709","2.91",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,278,"5.9","1.7"
"15.4","33.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 17:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T23:45","0.701","2.66",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,261,17,"1.2"
"15.1","34.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 17:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T23:00","0.741","2.66",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,299,"12.3","1.3"
15,"35.2","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 16:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T22:45","0.759","2.68",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,299,"21.3","1.7"
"15.3","34.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 16:30","Stanford-9","Stanford-9",0,0,"Stanford:2021-10-21T22:30","0.76","2.72",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,347,"12.5",3
"15.5",35,"Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 16:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T22:15","0.755","2.69",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,274,"7.2","1.9"
"15.7",35,"Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 16:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T22:00","0.771","2.72",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,270,"5.7","3.4"
"16.1","34.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 15:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-21T21:45","0.986","2.83",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,295,"12.4","2.7"
"15.9","34.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 15:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T21:30","0.791","2.86",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,294,"7.5","2.4"
"16.1","35.1","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 15:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T21:15","0.837","2.73",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,303,18,2
"15.9","34.6","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 15:00","Stanford-5","Stanford-5",0,3,"Stanford:2021-10-21T21:00","4.371","2.73",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,330,24,"2.4"
"16.3","34.2","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 67.699","Oct 21, 2021 @ 14:45","Stanford-9","Stanford-9","67.7",0,"Stanford:2021-10-21T20:45","0.774","12.89",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,332,"14.9","3.1"
"16.8","33.4","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 11.268","Oct 21, 2021 @ 14:15","Stanford-9","Stanford-9","11.27",0,"Stanford:2021-10-21T20:15","0.707","6.03",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,313,"17.7","2.1"
17,33,"Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 4.962, 0, 0, 0","Oct 21, 2021 @ 14:00","Stanford-6","Stanford-6","4.96",0,"Stanford:2021-10-21T20:00","0.708","4.25",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,11,15,"2.7"
"17.3","32.4","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 3.323, 0, 0, 0","Oct 21, 2021 @ 13:45","Stanford-6","Stanford-6","3.32",0,"Stanford:2021-10-21T19:45","0.658",4,Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,17,"6.9","3.9"
"18.1","30.8","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 376.662, 0, 0, 0","Oct 21, 2021 @ 13:00","Stanford-6","Stanford-6","376.66",0,"Stanford:2021-10-21T19:00","0.652","190.58",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,9,"14.9","3.1"
"19.1","29.9","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 148.869, 0, 0, 0","Oct 21, 2021 @ 12:30","Stanford-6","Stanford-6","148.87",0,"Stanford:2021-10-21T18:30","0.588","97.09",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,9,"8.3","3.7"
20,29,"Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 38.991, 0, 0, 0","Oct 21, 2021 @ 12:00","Stanford-6","Stanford-6","38.99",0,"Stanford:2021-10-21T18:00","0.679","33.98",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,18,"8.8","3.2"
"20.6","28.4","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 282.674, 0, 0, 0","Oct 21, 2021 @ 11:45","Stanford-6","Stanford-6","282.67",0,"Stanford:2021-10-21T17:45","0.64","212.51",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,25,"10.5","3.2"
"21.3","27.9","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 227.718, 0, 0, 0","Oct 21, 2021 @ 11:30","Stanford-6","Stanford-6","227.72",0,"Stanford:2021-10-21T17:30","0.563","122.83",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,13,"10.6","3.2"
22,"27.1","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 11:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-21T17:15","0.53","3.04",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,16,"6.3","3.3"
"31.5","21.4","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 09:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-21T15:45","0.556","3.51",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,29,"14.2","0.9"
"33.3","20.2","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 09:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-21T15:30","0.54","3.58",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,9,"14.2","1.1"
"34.1","19.8","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 09:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-21T15:15","0.529","3.83",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,346,"14.5","0.5"
"35.8","19.1","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 09:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-21T15:00","0.535","4.12",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,323,"15.7","0.3"
"45.6","14.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 08:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T14:15","0.505","4.78",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,355,"16.9","0.9"
"50.2","13.4","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 08:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T14:00","0.48","4.78",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,342,11,"0.8"
"51.4","12.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 07:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T13:45","0.498","4.58",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,25,"15.4","0.6"
"50.2","12.8","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 07:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T13:30","0.511","3.36",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,283,"7.8","0.7"
"48.6","13.1","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 06:45","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-21T12:45","0.503","4.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,129,"6.2","0.5"
"48.1","13.4","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 06:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T12:30","0.506","4.61",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,82,9,"0.8"
"49.1","13.5","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 05:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T11:45","0.502","4.67",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,64,6,"0.9"
"48.3","14.5","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 04:45","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T10:45","0.508","4.02",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,102,"10.2","0.6"
"47.7","14.5","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 04:30","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T10:30","0.517","4.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,136,"6.4","0.4"
"44.9","16.2","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 03:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T09:15","0.537","4.35",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,338,"1.8",1
"43.1","16.7","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 03:00","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T09:00","0.511","3.6",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,118,"14.1","1.1"
"42.6","17.1","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 02:45","Stanford-4","Stanford-4",0,0,"Stanford:2021-10-21T08:45","0.513","3.64",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,123,10,"1.8"
"42.5","17.2","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 02:15","Stanford-4","Stanford-4",0,0,"Stanford:2021-10-21T08:15","0.523","3.66",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,132,"11.9","1.5"
"42.8",17,"Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 02:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T08:00","0.528","4.35",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,102,"18.2","0.7"
43,"16.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 01:45","Stanford-4","Stanford-4",0,0,"Stanford:2021-10-21T07:45","0.533","3.69",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,66,"12.5",1
"42.7","16.6","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 01:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T07:30","0.528","4.48",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,114,"7.2","1.1"
"44.8","16.7","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0.001, 0","Oct 21, 2021 @ 01:00","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T07:00","0.571","4.17",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,126,"11.6","0.8"
"47.2","16.9","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 00:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T06:45","0.576","4.83",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,95,"2.6","0.9"
"39.6","18.3","Site Map",methanemizer,"-","_doc","-","Oct 21, 2021 @ 00:15","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T06:15","0.555","3.66",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,337,"21.9","0.5"
"36.6","20.3","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 23:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-21T05:00","0.574","3.95",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,146,"3.7","1.3"
"36.4","20.5","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 22:45","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T04:45","0.562","3.51",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,120,"12.6","0.4"
"36.7","20.1","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 22:30","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T04:30","0.562","3.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,121,"10.4","0.8"
"36.3","20.5","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 22:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-21T04:15","0.568","3.75",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,67,"3.3","1.4"
"35.3","20.9","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 22:00","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T04:00","0.576","3.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,126,"12.3","0.5"
"34.9","21.3","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 21:30","Stanford-1","Stanford-1",0,0,"Stanford:2021-10-21T03:30","0.56","3.42",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,139,"6.3","0.7"
"34.8","22.1","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 20:45","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-21T02:45","0.571","3.74",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,145,"2.5",1
"34.6","22.3","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 20:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-21T02:30","0.583","3.75",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,59,"3.3","1.6"
"33.6","22.8","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 20:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-21T02:15","0.585","3.92",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,70,"2.5","0.7"
"30.5","26.5","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 19:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-21T01:00","0.635","3.14",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,285,"7.9","0.4"
"28.3","27.9","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 18:45","Stanford-4","Stanford-4",0,0,"Stanford:2021-10-21T00:45","0.661","3.31",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,271,"8.5","0.7"
"27.2","29.1","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 18:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-21T00:30","0.717","3.73",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,276,"9.1","1.4"
26,"30.1","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 18:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T00:15","0.881","3.69",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,283,"10.8","1.8"
"24.2",31,"Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 18:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-21T00:00","0.762","3.53",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,268,"6.5",2
"22.3","31.7","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 17:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-20T23:45","0.771","3.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,279,"10.4","2.4"
"21.3","32.2","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 17:30","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-20T23:30","0.778","3.06",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,284,"5.4","2.6"
"20.8","32.5","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 17:15","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-20T23:15","0.783","3.04",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,325,"8.6","2.5"
"22.3","31.9","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 16:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-20T22:45","0.854","3.35",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,288,"10.3","2.5"
"21.9","32.3","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 16:30","Stanford-8","Stanford-8",0,1,"Stanford:2021-10-20T22:30","0.885","3.47",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,328,"9.3","2.6"
23,"31.6","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 16:15","Stanford-9","Stanford-9",0,0,"Stanford:2021-10-20T22:15","0.9","3.15",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,322,9,"2.6"
"22.1","32.2","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 16:00","Stanford-9","Stanford-9",0,0,"Stanford:2021-10-20T22:00","0.843","3.08",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,274,13,3
"21.7","32.6","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 15:45","Stanford-4","Stanford-4",0,0,"Stanford:2021-10-20T21:45","0.858","3.15",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,292,"5.3",3
"20.7","33.3","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0.033, 0, 0, 0, 0","Oct 20, 2021 @ 15:30","Stanford-5","Stanford-5","0.03",2,"Stanford:2021-10-20T21:30","3.845","3.14",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,285,"21.5",3
"21.2","32.9","Site Map",methanemizer,"-","_doc","0, 0, 13.006, 11.444, 3.971, 0, 0, 0, 0","Oct 20, 2021 @ 15:15","Stanford-3","Stanford-3","13.01",1,"Stanford:2021-10-20T21:15","0.969","6.41",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,265,"11.8","2.7"
"21.8","32.6","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 44.604, 0, 0, 0, 0","Oct 20, 2021 @ 15:00","Stanford-5","Stanford-5","44.6",0,"Stanford:2021-10-20T21:00","0.866","13.18",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,298,"10.2",3
21,"32.5","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 202.343","Oct 20, 2021 @ 14:45","Stanford-9","Stanford-9","202.34",0,"Stanford:2021-10-20T20:45","0.833","59.67",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,304,"17.1","2.1"
"21.3","32.3","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 4.364, 0, 0, 0, 248.676","Oct 20, 2021 @ 14:30","Stanford-9","Stanford-9","248.68",0,"Stanford:2021-10-20T20:30","0.839","73.28",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,318,"10.5","2.1"
21,32,"Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 7.406","Oct 20, 2021 @ 14:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-20T20:15","0.816","7.04",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,349,"17.3","1.5"
"21.1","31.3","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 14:00","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-20T20:00","0.774","3.21",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,335,"13.8","2.8"
"20.2","31.2","Site Map",methanemizer,"-","_doc","-","Oct 20, 2021 @ 13:45","Stanford-9","Stanford-9",0,0,"Stanford:2021-10-20T19:45","0.756","2.98",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,342,41,"1.5"
20,"30.3","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 1.833","Oct 20, 2021 @ 13:30","Stanford-9","Stanford-9","1.83",0,"Stanford:2021-10-20T19:30","0.707","3.85",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,346,"7.5",3
"19.7","29.6","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 12.736","Oct 20, 2021 @ 13:15","Stanford-9","Stanford-9","12.74",0,"Stanford:2021-10-20T19:15","0.668","7.89",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,350,"7.7","3.7"
"19.6","29.1","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 2.268, 0, 0, 0","Oct 20, 2021 @ 13:00","Stanford-6","Stanford-6","2.27",0,"Stanford:2021-10-20T19:00","0.644","4.46",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,12,"8.4","3.9"
"19.8","28.8","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0.684, 0, 0, 0","Oct 20, 2021 @ 12:45","Stanford-6","Stanford-6","0.68",0,"Stanford:2021-10-20T18:45","0.678","3.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,15,"11.8","3.4"
