time,release_scfh
8/3/2021 18:11,8076.7
8/3/2021 18:11,8096
8/3/2021 18:11,8116.7
8/3/2021 18:11,8113.4
8/3/2021 18:11,8094.8
8/3/2021 18:11,8065.1
8/3/2021 18:12,8096.8
8/3/2021 18:12,8091.4
8/3/2021 18:12,8052.5
8/3/2021 18:12,8040.5
8/3/2021 18:12,8025.4
8/3/2021 18:12,8074.4
8/3/2021 18:13,8059.3
8/3/2021 18:13,8015.8
8/3/2021 18:13,8051.8
8/3/2021 18:13,8037.2
8/3/2021 18:13,8025.6
8/3/2021 18:13,8042.7
8/3/2021 18:14,8012.1
8/3/2021 18:14,8043.7
8/3/2021 18:14,8025.7
8/3/2021 18:14,7997.7
8/3/2021 18:14,8015.7
8/3/2021 18:14,8012.9
8/3/2021 18:15,7995.8
8/3/2021 18:15,7992.6
8/3/2021 18:15,8024.5
8/3/2021 18:15,8015.4
8/3/2021 18:15,7976.7
8/3/2021 18:15,8033.5
8/3/2021 18:16,7963.2
8/3/2021 18:16,7968.4
8/3/2021 18:16,7957.6
8/3/2021 18:16,7931.4
8/3/2021 18:16,7921.4
8/3/2021 18:16,7949.7
8/3/2021 18:17,7898.1
8/3/2021 18:17,7899.6
8/3/2021 18:17,7940.9
8/3/2021 18:17,7921.1
8/3/2021 18:17,5158.7
8/3/2021 18:17,4503.2
8/3/2021 18:18,4244.9
8/3/2021 18:18,4159.5
